,Year,ZIP_Code,Geography_Type,Strata,Strata_Name,Cause,Cause_Desc,ICD_Revision,Count,Annotation_Code,Annotation_Desc,Data_Revision_Date
567746,2012,93712,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567747,2012,93712,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567748,2012,93712,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567749,2012,93712,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567752,2012,93712,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
567764,2012,93714,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567765,2012,93714,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567766,2012,93714,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567767,2012,93714,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567768,2012,93714,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567769,2012,93714,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567770,2012,93714,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567771,2012,93714,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567772,2012,93714,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567773,2012,93714,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567774,2012,93714,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567775,2012,93714,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567776,2012,93714,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567777,2012,93714,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567780,2012,93714,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
567792,2012,93715,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567793,2012,93715,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567794,2012,93715,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567795,2012,93715,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567796,2012,93715,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567797,2012,93715,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567798,2012,93715,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567799,2012,93715,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567800,2012,93715,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567801,2012,93715,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567802,2012,93715,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567803,2012,93715,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567804,2012,93715,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567805,2012,93715,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567808,2012,93715,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
567820,2012,93716,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567821,2012,93716,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567822,2012,93716,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567823,2012,93716,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567824,2012,93716,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567825,2012,93716,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567826,2012,93716,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567827,2012,93716,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567828,2012,93716,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567829,2012,93716,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567830,2012,93716,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567831,2012,93716,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567832,2012,93716,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567833,2012,93716,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567836,2012,93716,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
567848,2012,93717,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567849,2012,93717,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567850,2012,93717,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567851,2012,93717,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567852,2012,93717,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567853,2012,93717,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567854,2012,93717,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567855,2012,93717,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567856,2012,93717,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567857,2012,93717,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567858,2012,93717,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567859,2012,93717,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567860,2012,93717,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567861,2012,93717,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567864,2012,93717,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
567876,2012,93718,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567877,2012,93718,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567878,2012,93718,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567879,2012,93718,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567880,2012,93718,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567881,2012,93718,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567882,2012,93718,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567883,2012,93718,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567884,2012,93718,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567885,2012,93718,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567886,2012,93718,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567887,2012,93718,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567888,2012,93718,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567889,2012,93718,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567892,2012,93718,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
567904,2012,93720,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,395.0,,,12/06/2022
567905,2012,93720,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567906,2012,93720,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567907,2012,93720,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567908,2012,93720,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567909,2012,93720,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567910,2012,93720,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567911,2012,93720,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,17.0,,,12/06/2022
567912,2012,93720,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,33.0,,,12/06/2022
567913,2012,93720,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,58.0,,,12/06/2022
567914,2012,93720,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,94.0,,,12/06/2022
567915,2012,93720,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,173.0,,,12/06/2022
567916,2012,93720,Residence,Gender,Female,ALL,All causes (total),ICD-10,210.0,,,12/06/2022
567917,2012,93720,Residence,Gender,Male,ALL,All causes (total),ICD-10,185.0,,,12/06/2022
567920,2012,93720,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,16.0,,,12/06/2022
567932,2012,93721,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,86.0,,,12/06/2022
567933,2012,93721,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567934,2012,93721,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567935,2012,93721,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567936,2012,93721,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567937,2012,93721,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567938,2012,93721,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567939,2012,93721,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567940,2012,93721,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567941,2012,93721,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,19.0,,,12/06/2022
567942,2012,93721,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,19.0,,,12/06/2022
567943,2012,93721,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,29.0,,,12/06/2022
567944,2012,93721,Residence,Gender,Female,ALL,All causes (total),ICD-10,45.0,,,12/06/2022
567945,2012,93721,Residence,Gender,Male,ALL,All causes (total),ICD-10,41.0,,,12/06/2022
567948,2012,93721,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567960,2012,93722,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,384.0,,,12/06/2022
567961,2012,93722,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567962,2012,93722,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567963,2012,93722,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567964,2012,93722,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567965,2012,93722,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567966,2012,93722,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,17.0,,,12/06/2022
567967,2012,93722,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,34.0,,,12/06/2022
567968,2012,93722,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,76.0,,,12/06/2022
567969,2012,93722,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,73.0,,,12/06/2022
567970,2012,93722,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,78.0,,,12/06/2022
567971,2012,93722,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,83.0,,,12/06/2022
567972,2012,93722,Residence,Gender,Female,ALL,All causes (total),ICD-10,176.0,,,12/06/2022
567973,2012,93722,Residence,Gender,Male,ALL,All causes (total),ICD-10,208.0,,,12/06/2022
567976,2012,93722,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,24.0,,,12/06/2022
567988,2012,93723,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,49.0,,,12/06/2022
567989,2012,93723,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567990,2012,93723,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567991,2012,93723,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567992,2012,93723,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567993,2012,93723,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
567994,2012,93723,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567995,2012,93723,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567996,2012,93723,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,11.0,,,12/06/2022
567997,2012,93723,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567998,2012,93723,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
567999,2012,93723,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,14.0,,,12/06/2022
568000,2012,93723,Residence,Gender,Female,ALL,All causes (total),ICD-10,24.0,,,12/06/2022
568001,2012,93723,Residence,Gender,Male,ALL,All causes (total),ICD-10,25.0,,,12/06/2022
568004,2012,93723,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568016,2012,93724,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568017,2012,93724,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568018,2012,93724,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568019,2012,93724,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568020,2012,93724,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568021,2012,93724,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568022,2012,93724,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568023,2012,93724,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568024,2012,93724,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568025,2012,93724,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568026,2012,93724,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568027,2012,93724,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568028,2012,93724,Residence,Gender,Female,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568029,2012,93724,Residence,Gender,Male,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568032,2012,93724,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,0.0,,,12/06/2022
568044,2012,93725,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,169.0,,,12/06/2022
568045,2012,93725,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568046,2012,93725,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568047,2012,93725,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,0.0,,,12/06/2022
568048,2012,93725,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568049,2012,93725,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568050,2012,93725,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568051,2012,93725,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,13.0,,,12/06/2022
568052,2012,93725,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,25.0,,,12/06/2022
568053,2012,93725,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,25.0,,,12/06/2022
568054,2012,93725,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,37.0,,,12/06/2022
568055,2012,93725,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,45.0,,,12/06/2022
568056,2012,93725,Residence,Gender,Female,ALL,All causes (total),ICD-10,75.0,,,12/06/2022
568057,2012,93725,Residence,Gender,Male,ALL,All causes (total),ICD-10,94.0,,,12/06/2022
568060,2012,93725,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568072,2012,93726,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,318.0,,,12/06/2022
568073,2012,93726,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568074,2012,93726,Residence,Age,1-4 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568075,2012,93726,Residence,Age,5-14 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568076,2012,93726,Residence,Age,15-24 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568077,2012,93726,Residence,Age,25-34 years,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
568078,2012,93726,Residence,Age,35-44 years,ALL,All causes (total),ICD-10,13.0,,,12/06/2022
568079,2012,93726,Residence,Age,45-54 years,ALL,All causes (total),ICD-10,27.0,,,12/06/2022
568080,2012,93726,Residence,Age,55-64 years,ALL,All causes (total),ICD-10,47.0,,,12/06/2022
568081,2012,93726,Residence,Age,65-74 years,ALL,All causes (total),ICD-10,32.0,,,12/06/2022
568082,2012,93726,Residence,Age,75-84 years,ALL,All causes (total),ICD-10,81.0,,,12/06/2022
568083,2012,93726,Residence,Age,85 years and over,ALL,All causes (total),ICD-10,98.0,,,12/06/2022
568084,2012,93726,Residence,Gender,Female,ALL,All causes (total),ICD-10,165.0,,,12/06/2022
568085,2012,93726,Residence,Gender,Male,ALL,All causes (total),ICD-10,153.0,,,12/06/2022
568088,2012,93726,Residence,Total Population,Total Population,CLD,Chronic lower respiratory diseases,ICD-10,17.0,,,12/06/2022
568100,2012,93727,Residence,Total Population,Total Population,ALL,All causes (total),ICD-10,445.0,,,12/06/2022
568101,2012,93727,Residence,Age,Under 1 year,ALL,All causes (total),ICD-10,,1.0,Cell suppressed for small numbers,12/06/2022
